seed,method,split,n,task_success,ci95_task_success,unsafe_commit_rate,ci95_unsafe_commit_rate,disagreement_family_accuracy,ci95_disagreement_family_accuracy,useful_disagreement_recall,ci95_useful_disagreement_recall,noise_false_alarm_rate,ci95_noise_false_alarm_rate,protocol_cost,ci95_protocol_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
4,worldbench_diagnostic_probe,goal_ambiguity_shift,48,0.560918,0.013635,0.090969,0.016030,0.427083,0.058282,0.378472,0.137806,0.170139,0.096526,0.242955,0.012137,0.318614,0.047272,0.190718,0.043561,0.829861,0.073747,1.000000,0.000000
4,worldbench_diagnostic_probe,model_misspecification_shift,48,0.567542,0.013083,0.087132,0.015269,0.434028,0.047390,0.385417,0.136916,0.177083,0.098906,0.243629,0.012058,0.305629,0.043982,0.205312,0.040306,0.836806,0.073747,1.000000,0.000000
4,worldbench_diagnostic_probe,nominal_disagreement,48,0.601155,0.018652,0.106148,0.024318,0.496528,0.061121,0.371528,0.137290,0.128472,0.094421,0.202115,0.019968,0.336271,0.065722,0.226150,0.061397,0.628472,0.135556,1.000000,0.000000
4,worldbench_diagnostic_probe,ood_action_shift,48,0.561604,0.017092,0.102946,0.020261,0.510417,0.061826,0.371528,0.137290,0.149306,0.095417,0.227107,0.015958,0.340120,0.056324,0.176147,0.053889,0.739583,0.100095,1.000000,0.000000
4,worldbench_diagnostic_probe,rare_adversarial_shift,48,0.511705,0.009624,0.079708,0.009366,0.427083,0.059088,0.416667,0.131935,0.246528,0.122254,0.280161,0.003062,0.313305,0.026135,0.140235,0.022579,0.996528,0.006806,1.000000,0.000000
4,worldbench_diagnostic_probe,sensor_noise_shift,48,0.573029,0.013274,0.093518,0.015846,0.506944,0.052340,0.368056,0.136155,0.156250,0.096485,0.232076,0.013317,0.317988,0.047295,0.204836,0.043027,0.784722,0.084209,1.000000,0.000000
5,bayesian_active_model_selection,combined_disagreement_stress,48,0.573806,0.020574,0.116426,0.016556,0.385417,0.060080,0.538194,0.111000,0.052083,0.037866,0.178727,0.015906,0.283285,0.045992,0.192559,0.043072,0.604167,0.099011,1.000000,0.000000
5,bayesian_active_model_selection,controller_instability_shift,48,0.568296,0.015893,0.141337,0.016673,0.423611,0.058324,0.340278,0.079589,0.003472,0.006806,0.137445,0.012187,0.342422,0.053646,0.161143,0.048731,0.354167,0.079984,1.000000,0.000000
5,bayesian_active_model_selection,goal_ambiguity_shift,48,0.587682,0.011923,0.125872,0.015152,0.395833,0.058863,0.423611,0.091220,0.006944,0.009522,0.149473,0.013858,0.302840,0.044193,0.206132,0.040286,0.434028,0.089005,1.000000,0.000000
5,bayesian_active_model_selection,model_misspecification_shift,48,0.590774,0.012802,0.124675,0.015492,0.479167,0.065698,0.430556,0.092699,0.000000,0.000000,0.149060,0.014548,0.300850,0.045678,0.212146,0.041764,0.430556,0.092699,1.000000,0.000000
5,bayesian_active_model_selection,nominal_disagreement,48,0.579936,0.015292,0.152532,0.017803,0.447917,0.061635,0.128472,0.048864,0.000000,0.000000,0.101830,0.006456,0.388545,0.058477,0.173083,0.052967,0.128472,0.048864,1.000000,0.000000
5,bayesian_active_model_selection,ood_action_shift,48,0.578186,0.016097,0.141470,0.017310,0.392361,0.061890,0.302083,0.071907,0.000000,0.000000,0.129131,0.010702,0.341634,0.053943,0.176561,0.051013,0.305556,0.071694,1.000000,0.000000
5,bayesian_active_model_selection,rare_adversarial_shift,48,0.555735,0.023209,0.117664,0.014500,0.343750,0.055369,0.527778,0.106695,0.093750,0.062208,0.188949,0.013758,0.290340,0.040317,0.164610,0.038162,0.652778,0.083007,1.000000,0.000000
5,bayesian_active_model_selection,sensor_noise_shift,48,0.590403,0.014222,0.129967,0.018249,0.465278,0.059130,0.361111,0.091930,0.003472,0.006806,0.138101,0.014137,0.322009,0.054990,0.207806,0.050005,0.364583,0.091063,1.000000,0.000000
5,conformal_risk_filter,combined_disagreement_stress,48,0.222356,0.031767,0.046256,0.009386,0.190972,0.045610,0.069444,0.044395,0.177083,0.091452,0.203349,0.009004,0.648081,0.038224,-0.172237,0.036083,0.791667,0.051925,0.315972,0.056076
5,conformal_risk_filter,controller_instability_shift,48,0.248166,0.034836,0.062009,0.012215,0.211806,0.049346,0.024306,0.025714,0.118056,0.066651,0.181191,0.011395,0.655389,0.051820,-0.151823,0.048252,0.645833,0.064242,0.378472,0.062081
5,conformal_risk_filter,goal_ambiguity_shift,48,0.284150,0.036228,0.067448,0.010186,0.232639,0.046381,0.034722,0.032198,0.121528,0.069283,0.172383,0.011548,0.617626,0.052050,-0.108654,0.049180,0.600694,0.065057,0.437500,0.062752
5,conformal_risk_filter,model_misspecification_shift,48,0.280192,0.027709,0.073459,0.012195,0.222222,0.041646,0.017361,0.014556,0.114583,0.061635,0.168724,0.009450,0.634743,0.046008,-0.121747,0.042609,0.576389,0.053236,0.444444,0.050851
5,conformal_risk_filter,nominal_disagreement,48,0.407339,0.035783,0.102248,0.012659,0.260417,0.052293,0.000000,0.000000,0.052083,0.032487,0.125782,0.010688,0.540616,0.063077,0.021012,0.058186,0.333333,0.058358,0.666667,0.058358
5,conformal_risk_filter,ood_action_shift,48,0.310949,0.032613,0.072317,0.010893,0.250000,0.053273,0.027778,0.017758,0.093750,0.053190,0.164633,0.011353,0.593878,0.050218,-0.075684,0.046702,0.565972,0.064326,0.489583,0.060277
5,conformal_risk_filter,rare_adversarial_shift,48,0.256980,0.034675,0.043829,0.008578,0.138889,0.040494,0.090278,0.054118,0.194444,0.099824,0.210207,0.007160,0.579039,0.039610,-0.124088,0.039527,0.864583,0.040870,0.375000,0.059562
5,conformal_risk_filter,sensor_noise_shift,48,0.329702,0.041233,0.077934,0.012052,0.201389,0.050501,0.020833,0.023068,0.083333,0.047649,0.154801,0.012867,0.585345,0.060332,-0.055530,0.056436,0.500000,0.070809,0.520833,0.071886
5,ensemble_forecasting_calibrator,combined_disagreement_stress,48,0.559778,0.013651,0.122110,0.014444,0.298611,0.053236,0.368056,0.098211,0.062500,0.038447,0.141364,0.012819,0.283663,0.043346,0.192182,0.038609,0.565972,0.078861,1.000000,0.000000
5,ensemble_forecasting_calibrator,controller_instability_shift,48,0.538149,0.016144,0.161846,0.019062,0.312500,0.052038,0.114583,0.050686,0.010417,0.011534,0.090535,0.007698,0.385616,0.060621,0.117949,0.055962,0.225694,0.056287,0.996528,0.006806
5,ensemble_forecasting_calibrator,goal_ambiguity_shift,48,0.548173,0.017359,0.153710,0.017256,0.395833,0.054697,0.107639,0.046125,0.013889,0.016372,0.091543,0.008012,0.364569,0.056754,0.144403,0.053526,0.239583,0.060668,0.993056,0.009522
5,ensemble_forecasting_calibrator,model_misspecification_shift,48,0.564519,0.016685,0.145623,0.016171,0.399306,0.055653,0.131944,0.061483,0.020833,0.015759,0.093553,0.008249,0.335863,0.053705,0.177133,0.049088,0.260417,0.064449,0.993056,0.009522
5,ensemble_forecasting_calibrator,nominal_disagreement,48,0.557856,0.016285,0.167912,0.018963,0.402778,0.054877,0.006944,0.009522,0.000000,0.000000,0.062223,0.001910,0.417499,0.063494,0.144130,0.057578,0.017361,0.014556,0.996528,0.006806
5,ensemble_forecasting_calibrator,ood_action_shift,48,0.542873,0.017459,0.164852,0.020232,0.378472,0.058955,0.048611,0.032198,0.020833,0.020917,0.079872,0.006306,0.394672,0.063551,0.123523,0.059649,0.156250,0.049981,0.996528,0.006806
5,ensemble_forecasting_calibrator,rare_adversarial_shift,48,0.560290,0.015287,0.108337,0.012445,0.260417,0.057465,0.427083,0.103350,0.118056,0.061483,0.165720,0.010877,0.249006,0.035203,0.205944,0.031822,0.715278,0.062247,1.000000,0.000000
5,ensemble_forecasting_calibrator,sensor_noise_shift,48,0.557565,0.016415,0.159460,0.019280,0.388889,0.060220,0.065972,0.034716,0.006944,0.009522,0.078903,0.005687,0.378294,0.062883,0.151521,0.057924,0.149306,0.043757,1.000000,0.000000
5,failure_aware_rl_recovery,combined_disagreement_stress,48,0.677824,0.037969,0.085378,0.010589,0.225694,0.050996,0.131944,0.094280,0.097222,0.051314,0.201226,0.013844,0.140475,0.043676,0.349134,0.047702,0.697917,0.083475,1.000000,0.000000
5,failure_aware_rl_recovery,controller_instability_shift,48,0.687183,0.039214,0.086372,0.011767,0.315972,0.053486,0.128472,0.094421,0.062500,0.035902,0.188007,0.015585,0.150087,0.047257,0.365560,0.052102,0.625000,0.097020,1.000000,0.000000
5,failure_aware_rl_recovery,goal_ambiguity_shift,48,0.687756,0.037439,0.087870,0.010722,0.215278,0.045577,0.128472,0.094421,0.048611,0.035013,0.181327,0.016474,0.152784,0.044314,0.367512,0.047207,0.583333,0.103393,1.000000,0.000000
5,failure_aware_rl_recovery,model_misspecification_shift,48,0.688998,0.039173,0.089076,0.011523,0.243056,0.043452,0.128472,0.094421,0.038194,0.026170,0.177948,0.017203,0.155935,0.047220,0.368468,0.051081,0.559028,0.107646,1.000000,0.000000
5,failure_aware_rl_recovery,nominal_disagreement,48,0.707693,0.041494,0.092072,0.014077,0.277778,0.060220,0.125000,0.094551,0.017361,0.017506,0.158747,0.018406,0.175254,0.053136,0.394012,0.057912,0.451389,0.125300,1.000000,0.000000
5,failure_aware_rl_recovery,ood_action_shift,48,0.696448,0.038694,0.087322,0.011893,0.232639,0.046381,0.125000,0.094551,0.048611,0.029111,0.177943,0.016851,0.149624,0.046276,0.379780,0.050805,0.562500,0.106824,1.000000,0.000000
5,failure_aware_rl_recovery,rare_adversarial_shift,48,0.683341,0.032520,0.076629,0.008238,0.142361,0.044561,0.125000,0.089408,0.152778,0.079515,0.221004,0.010340,0.111050,0.033202,0.360056,0.035772,0.809028,0.059155,1.000000,0.000000
5,failure_aware_rl_recovery,sensor_noise_shift,48,0.695231,0.038312,0.092232,0.012453,0.263889,0.046477,0.125000,0.092016,0.031250,0.025094,0.169025,0.017587,0.166035,0.047843,0.374004,0.051395,0.503472,0.113215,1.000000,0.000000
5,information_gain_probe_policy,combined_disagreement_stress,48,0.539987,0.011832,0.089771,0.011267,0.413194,0.068077,0.402778,0.126754,0.166667,0.088611,0.254172,0.009027,0.311275,0.034285,0.164570,0.031746,0.854167,0.053826,1.000000,0.000000
5,information_gain_probe_policy,controller_instability_shift,48,0.536429,0.015598,0.148305,0.018541,0.423611,0.046604,0.208333,0.078114,0.010417,0.011534,0.167526,0.012070,0.410677,0.060671,0.092889,0.056011,0.329861,0.075647,1.000000,0.000000
5,information_gain_probe_policy,goal_ambiguity_shift,48,0.552677,0.016209,0.128698,0.017220,0.388889,0.062532,0.256944,0.090700,0.027778,0.022462,0.186500,0.013425,0.370744,0.055989,0.138229,0.052855,0.454861,0.083522,0.996528,0.006806
5,information_gain_probe_policy,model_misspecification_shift,48,0.561211,0.013514,0.127422,0.016525,0.416667,0.069460,0.288194,0.098106,0.024306,0.021726,0.184513,0.013653,0.361273,0.052532,0.151723,0.048588,0.447917,0.085987,1.000000,0.000000
5,information_gain_probe_policy,nominal_disagreement,48,0.558539,0.016387,0.168655,0.019758,0.468750,0.062776,0.024306,0.019427,0.000000,0.000000,0.118469,0.002810,0.457059,0.064939,0.104570,0.059118,0.024306,0.019427,1.000000,0.000000
5,information_gain_probe_policy,ood_action_shift,48,0.550009,0.016158,0.144528,0.018764,0.357639,0.059949,0.184028,0.074227,0.024306,0.016817,0.164627,0.011625,0.401387,0.059832,0.116808,0.056021,0.319444,0.073325,1.000000,0.000000
5,information_gain_probe_policy,rare_adversarial_shift,48,0.524282,0.012649,0.086300,0.010034,0.388889,0.066206,0.430556,0.126754,0.201389,0.102454,0.267667,0.006576,0.307896,0.028635,0.147054,0.025372,0.920139,0.036379,1.000000,0.000000
5,information_gain_probe_policy,sensor_noise_shift,48,0.562718,0.016022,0.136015,0.018808,0.388889,0.056991,0.201389,0.083646,0.017361,0.017506,0.169562,0.012582,0.385024,0.060230,0.144791,0.055911,0.350694,0.079756,1.000000,0.000000
5,mean_ensemble_policy,combined_disagreement_stress,48,0.445661,0.026476,0.203966,0.023404,0.003472,0.006806,0.000000,0.000000,0.000000,0.000000,0.029547,0.005416,0.511994,0.078187,-0.035204,0.075815,0.052083,0.029431,0.947917,0.029431
5,mean_ensemble_policy,controller_instability_shift,48,0.492657,0.020593,0.195504,0.022588,0.034722,0.021658,0.000000,0.000000,0.000000,0.000000,0.023826,0.002895,0.464000,0.072235,0.041285,0.068716,0.020833,0.015759,0.979167,0.015759
5,mean_ensemble_policy,goal_ambiguity_shift,48,0.501832,0.021461,0.192776,0.023452,0.024306,0.019427,0.000000,0.000000,0.000000,0.000000,0.023134,0.003154,0.453063,0.074319,0.057711,0.071111,0.017361,0.017506,0.982639,0.017506
5,mean_ensemble_policy,model_misspecification_shift,48,0.512839,0.019527,0.191190,0.022495,0.010417,0.011534,0.000000,0.000000,0.000000,0.000000,0.021279,0.001754,0.438796,0.071607,0.075797,0.068310,0.006944,0.009522,0.993056,0.009522
5,mean_ensemble_policy,nominal_disagreement,48,0.555828,0.016150,0.171665,0.019588,0.052083,0.024133,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.398779,0.064047,0.164164,0.058776,0.000000,0.000000,1.000000,0.000000
5,mean_ensemble_policy,ood_action_shift,48,0.518487,0.019570,0.189972,0.022530,0.017361,0.014556,0.000000,0.000000,0.000000,0.000000,0.020623,0.001221,0.434393,0.071899,0.085348,0.068245,0.003472,0.006806,0.996528,0.006806
5,mean_ensemble_policy,rare_adversarial_shift,48,0.397317,0.022616,0.203975,0.025350,0.010417,0.011534,0.000000,0.000000,0.034722,0.029111,0.040960,0.007163,0.560798,0.072165,-0.105310,0.068166,0.114583,0.039095,0.885417,0.039095
5,mean_ensemble_policy,sensor_noise_shift,48,0.530615,0.017819,0.182359,0.021649,0.017361,0.014556,0.000000,0.000000,0.003472,0.006806,0.021276,0.001750,0.418472,0.068367,0.113003,0.064138,0.006944,0.009522,0.993056,0.009522
5,oracle_disagreement_type,combined_disagreement_stress,48,0.643149,0.034056,0.080557,0.004139,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.169234,0.019432,0.128384,0.032622,0.347460,0.036297,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,controller_instability_shift,48,0.669743,0.030784,0.072629,0.003037,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.165941,0.018865,0.109765,0.030263,0.393800,0.033314,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,goal_ambiguity_shift,48,0.676140,0.029634,0.070721,0.002818,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.165166,0.018731,0.104035,0.028503,0.404937,0.030272,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,model_misspecification_shift,48,0.678617,0.029380,0.069662,0.002893,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.164972,0.018698,0.103115,0.028030,0.409881,0.030317,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,nominal_disagreement,48,0.712200,0.027684,0.060576,0.002611,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.156253,0.017199,0.092072,0.024611,0.469557,0.028835,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,ood_action_shift,48,0.682420,0.029537,0.068654,0.002895,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.163809,0.018498,0.101480,0.028154,0.416715,0.030992,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,rare_adversarial_shift,48,0.622404,0.036243,0.086191,0.004324,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.172334,0.019967,0.142801,0.034343,0.312149,0.037615,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,sensor_noise_shift,48,0.691723,0.028375,0.065822,0.002583,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.162259,0.018231,0.096482,0.026611,0.433332,0.029122,0.750000,0.123796,1.000000,0.000000
5,recovery_first_policy,combined_disagreement_stress,48,0.689511,0.030898,0.079638,0.010540,0.156250,0.045001,0.111111,0.084420,0.121528,0.065057,0.196395,0.012276,0.133310,0.037690,0.368428,0.040986,0.715278,0.075314,0.961806,0.020027
5,recovery_first_policy,controller_instability_shift,48,0.722428,0.030079,0.084373,0.009626,0.170139,0.047140,0.121528,0.092139,0.062500,0.037196,0.177951,0.014298,0.115147,0.033138,0.412243,0.037361,0.621528,0.090586,1.000000,0.000000
5,recovery_first_policy,goal_ambiguity_shift,48,0.696294,0.031693,0.097240,0.012359,0.190972,0.054145,0.121528,0.092139,0.052083,0.033912,0.160036,0.015840,0.158735,0.042162,0.369577,0.044520,0.510417,0.100801,0.996528,0.006806
5,recovery_first_policy,model_misspecification_shift,48,0.714733,0.031559,0.087180,0.011533,0.145833,0.051121,0.121528,0.092139,0.062500,0.041976,0.170103,0.015698,0.131464,0.038443,0.403102,0.042393,0.576389,0.100119,0.996528,0.006806
5,recovery_first_policy,nominal_disagreement,48,0.720233,0.038052,0.091900,0.013392,0.267361,0.049346,0.125000,0.094551,0.013889,0.013170,0.145950,0.017844,0.160199,0.047417,0.415888,0.052747,0.454861,0.122930,1.000000,0.000000
5,recovery_first_policy,ood_action_shift,48,0.716424,0.031756,0.089139,0.011537,0.197917,0.046296,0.121528,0.092139,0.055556,0.036823,0.165508,0.015730,0.134108,0.039297,0.404462,0.042393,0.552083,0.101619,1.000000,0.000000
5,recovery_first_policy,rare_adversarial_shift,48,0.609235,0.029771,0.068778,0.009412,0.166667,0.043498,0.100694,0.077041,0.159722,0.082507,0.212627,0.009937,0.204151,0.039414,0.275474,0.040932,0.784722,0.058324,0.847222,0.034843
5,recovery_first_policy,sensor_noise_shift,48,0.712562,0.031519,0.092331,0.011704,0.180556,0.047483,0.118056,0.090177,0.041667,0.029979,0.156801,0.015737,0.148206,0.039895,0.399674,0.042671,0.503472,0.103159,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,combined_disagreement_stress,48,0.590803,0.022765,0.114631,0.012074,0.552083,0.062398,0.552083,0.105725,0.013889,0.016372,0.203169,0.016123,0.279448,0.037954,0.196397,0.035884,0.576389,0.101527,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,controller_instability_shift,48,0.588878,0.018474,0.134333,0.013708,0.534722,0.063749,0.354167,0.075104,0.003472,0.006806,0.170853,0.011686,0.329818,0.045296,0.173747,0.042281,0.375000,0.078114,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,goal_ambiguity_shift,48,0.607531,0.017728,0.120431,0.013571,0.597222,0.055732,0.447917,0.093371,0.000000,0.000000,0.181368,0.014422,0.293346,0.040170,0.215626,0.038456,0.447917,0.093371,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,model_misspecification_shift,48,0.610473,0.015263,0.117464,0.012452,0.548611,0.057508,0.454861,0.088472,0.000000,0.000000,0.182836,0.013878,0.288929,0.037324,0.224067,0.034308,0.458333,0.089408,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,nominal_disagreement,48,0.597435,0.012223,0.141953,0.015219,0.701389,0.057508,0.187500,0.054697,0.000000,0.000000,0.140742,0.007913,0.375009,0.048469,0.186619,0.043460,0.187500,0.054697,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,ood_action_shift,48,0.591578,0.015029,0.136123,0.014236,0.604167,0.064974,0.315972,0.072290,0.000000,0.000000,0.162401,0.011149,0.339769,0.043699,0.178426,0.040880,0.322917,0.071742,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,rare_adversarial_shift,48,0.588193,0.029352,0.106498,0.008973,0.482639,0.062461,0.611111,0.109754,0.024306,0.023804,0.219335,0.016756,0.255353,0.031682,0.199597,0.032817,0.656250,0.101269,0.996528,0.006806
5,risk_bounded_typed_disagreement_protocol_v5,sensor_noise_shift,48,0.606495,0.014326,0.123764,0.014903,0.545139,0.059752,0.381944,0.091737,0.000000,0.000000,0.171316,0.014254,0.315522,0.043687,0.214293,0.039758,0.381944,0.091737,1.000000,0.000000
5,robust_mpc_fallback,combined_disagreement_stress,48,0.629286,0.031615,0.102545,0.011774,0.184028,0.047886,0.232639,0.117016,0.093750,0.051381,0.167919,0.010679,0.201439,0.047448,0.280032,0.046902,0.638889,0.083292,0.972222,0.017758
5,robust_mpc_fallback,controller_instability_shift,48,0.649092,0.029390,0.106901,0.013334,0.163194,0.045088,0.229167,0.114103,0.076389,0.046604,0.152924,0.012041,0.202611,0.047215,0.306862,0.048013,0.548611,0.096756,1.000000,0.000000
5,robust_mpc_fallback,goal_ambiguity_shift,48,0.631490,0.027841,0.120401,0.014440,0.184028,0.042663,0.204861,0.104412,0.048611,0.029111,0.136902,0.012775,0.243128,0.049387,0.270776,0.048610,0.420139,0.102929,1.000000,0.000000
5,robust_mpc_fallback,model_misspecification_shift,48,0.656889,0.026402,0.102482,0.011352,0.180556,0.044395,0.225694,0.112796,0.055556,0.042766,0.149455,0.012772,0.192030,0.040750,0.326811,0.040073,0.524306,0.103388,1.000000,0.000000
5,robust_mpc_fallback,nominal_disagreement,48,0.660229,0.029865,0.107443,0.014534,0.229167,0.052939,0.218750,0.109678,0.010417,0.011534,0.127462,0.013755,0.232435,0.048799,0.334630,0.051097,0.371528,0.120009,1.000000,0.000000
5,robust_mpc_fallback,ood_action_shift,48,0.662699,0.030355,0.100067,0.012353,0.190972,0.044561,0.243056,0.120685,0.034722,0.027439,0.148972,0.013379,0.186039,0.045376,0.338272,0.046976,0.524306,0.109606,1.000000,0.000000
5,robust_mpc_fallback,rare_adversarial_shift,48,0.557199,0.035252,0.090386,0.009384,0.128472,0.043757,0.201389,0.102454,0.121528,0.067203,0.186392,0.009952,0.262313,0.049856,0.197321,0.048700,0.722222,0.069687,0.861111,0.043859
5,robust_mpc_fallback,sensor_noise_shift,48,0.647283,0.027312,0.112325,0.013714,0.225694,0.050996,0.204861,0.104412,0.027778,0.024477,0.133895,0.013319,0.228658,0.046621,0.306442,0.046837,0.406250,0.110430,1.000000,0.000000
5,typed_disagreement_protocol_v4,combined_disagreement_stress,48,0.594610,0.030354,0.075676,0.005652,0.486111,0.054877,0.649306,0.113944,0.059028,0.041823,0.226156,0.015309,0.217490,0.034911,0.258355,0.036058,0.791667,0.097506,0.947917,0.024133
5,typed_disagreement_protocol_v4,controller_instability_shift,48,0.648905,0.025951,0.077937,0.006059,0.531250,0.050217,0.666667,0.116310,0.017361,0.022264,0.210345,0.017041,0.174128,0.031384,0.329438,0.033601,0.711806,0.113736,0.996528,0.006806
5,typed_disagreement_protocol_v4,goal_ambiguity_shift,48,0.654117,0.025795,0.079270,0.007883,0.531250,0.051150,0.663194,0.124744,0.020833,0.020917,0.206010,0.017387,0.173456,0.032563,0.335516,0.033754,0.690972,0.118322,1.000000,0.000000
5,typed_disagreement_protocol_v4,model_misspecification_shift,48,0.654963,0.025661,0.075358,0.005990,0.586806,0.050530,0.670139,0.119317,0.017361,0.020027,0.207894,0.016705,0.170873,0.030683,0.342123,0.032581,0.708333,0.114878,0.993056,0.009522
5,typed_disagreement_protocol_v4,nominal_disagreement,48,0.687221,0.025962,0.074460,0.010952,0.621528,0.061314,0.628472,0.137290,0.000000,0.000000,0.188486,0.018599,0.170159,0.035580,0.391470,0.038784,0.628472,0.137290,1.000000,0.000000
5,typed_disagreement_protocol_v4,ood_action_shift,48,0.658398,0.024501,0.076013,0.006996,0.565972,0.059752,0.663194,0.118920,0.006944,0.009522,0.204922,0.017446,0.170471,0.030986,0.347724,0.032957,0.701389,0.120685,1.000000,0.000000
5,typed_disagreement_protocol_v4,rare_adversarial_shift,48,0.525036,0.031507,0.074659,0.006458,0.465278,0.058324,0.541667,0.098951,0.097222,0.063656,0.233695,0.013827,0.288306,0.039073,0.166644,0.037975,0.809028,0.083096,0.861111,0.041646
5,typed_disagreement_protocol_v4,sensor_noise_shift,48,0.669512,0.024458,0.073657,0.006511,0.565972,0.062081,0.673611,0.122242,0.006944,0.009522,0.202226,0.017138,0.164671,0.029560,0.365144,0.031578,0.684028,0.120009,0.996528,0.006806
5,uncertainty_aware_mppi,combined_disagreement_stress,48,0.635241,0.031684,0.112335,0.012846,0.288194,0.053926,0.250000,0.119915,0.055556,0.039309,0.161695,0.013087,0.205002,0.047172,0.274917,0.048267,0.559028,0.101774,1.000000,0.000000
5,uncertainty_aware_mppi,controller_instability_shift,48,0.652966,0.031564,0.105778,0.013286,0.274306,0.046125,0.246528,0.118322,0.031250,0.023132,0.154575,0.014074,0.196125,0.049340,0.312051,0.050098,0.513889,0.112521,1.000000,0.000000
5,uncertainty_aware_mppi,goal_ambiguity_shift,48,0.643718,0.032109,0.113660,0.014474,0.319444,0.046477,0.239583,0.119086,0.017361,0.022264,0.143727,0.015434,0.220168,0.052109,0.293057,0.051925,0.434028,0.125217,1.000000,0.000000
5,uncertainty_aware_mppi,model_misspecification_shift,48,0.652829,0.032179,0.108205,0.013796,0.270833,0.050187,0.246528,0.122254,0.024306,0.016817,0.146978,0.014724,0.205838,0.050341,0.311894,0.050877,0.461806,0.119218,1.000000,0.000000
5,uncertainty_aware_mppi,nominal_disagreement,48,0.669639,0.034759,0.103279,0.015942,0.395833,0.065698,0.250000,0.123796,0.000000,0.000000,0.133549,0.015679,0.217748,0.054691,0.348942,0.057845,0.381944,0.137193,1.000000,0.000000
5,uncertainty_aware_mppi,ood_action_shift,48,0.653238,0.033930,0.108430,0.014545,0.291667,0.058762,0.250000,0.123796,0.006944,0.009522,0.143714,0.015456,0.208897,0.052464,0.314091,0.054368,0.440972,0.126626,1.000000,0.000000
5,uncertainty_aware_mppi,rare_adversarial_shift,48,0.631519,0.027244,0.110493,0.010782,0.295139,0.054363,0.229167,0.111589,0.093750,0.058282,0.173752,0.011483,0.191808,0.039505,0.266807,0.038653,0.635417,0.086808,1.000000,0.000000
5,uncertainty_aware_mppi,sensor_noise_shift,48,0.655116,0.033583,0.109460,0.015066,0.274306,0.067027,0.246528,0.122254,0.000000,0.000000,0.137659,0.016014,0.216561,0.053498,0.317943,0.054614,0.395833,0.132873,1.000000,0.000000
5,variance_threshold_abstention,combined_disagreement_stress,48,0.151970,0.026663,0.014270,0.005707,0.111111,0.038086,0.017361,0.017506,0.229167,0.114930,0.212763,0.004730,0.689864,0.030828,-0.213983,0.031896,0.961806,0.026170,0.156250,0.043937
5,variance_threshold_abstention,controller_instability_shift,48,0.294419,0.043068,0.090727,0.017743,0.104167,0.035902,0.000000,0.000000,0.045139,0.028754,0.129790,0.014288,0.608588,0.072339,-0.104505,0.068460,0.493056,0.078391,0.506944,0.078391
5,variance_threshold_abstention,goal_ambiguity_shift,48,0.266786,0.042805,0.075851,0.015909,0.135417,0.039695,0.000000,0.000000,0.072917,0.043396,0.141888,0.014341,0.631990,0.067878,-0.122393,0.064239,0.559028,0.078711,0.440972,0.078711
5,variance_threshold_abstention,model_misspecification_shift,48,0.285120,0.036491,0.080323,0.012255,0.135417,0.046296,0.003472,0.006806,0.083333,0.053273,0.136510,0.011703,0.616675,0.060129,-0.103258,0.056084,0.531250,0.064265,0.472222,0.065488
5,variance_threshold_abstention,nominal_disagreement,48,0.539499,0.019811,0.164841,0.019247,0.180556,0.044395,0.000000,0.000000,0.000000,0.000000,0.046318,0.003522,0.425350,0.065612,0.136788,0.060091,0.034722,0.019351,0.965278,0.019351
5,variance_threshold_abstention,ood_action_shift,48,0.316849,0.040068,0.101802,0.020446,0.121528,0.043213,0.000000,0.000000,0.065972,0.043213,0.120931,0.014348,0.608136,0.065435,-0.089544,0.061394,0.444444,0.078617,0.555556,0.078617
