method,split,task,family,n,task_success,ci95_task_success,unsafe_commit_rate,ci95_unsafe_commit_rate,disagreement_family_accuracy,ci95_disagreement_family_accuracy,useful_disagreement_recall,ci95_useful_disagreement_recall,noise_false_alarm_rate,ci95_noise_false_alarm_rate,protocol_cost,ci95_protocol_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
mean_ensemble_policy,ood_action_shift,mobile_navigation_under_sensor_noise,multi_modal_valid_plans,10,0.655222,0.012497,0.050180,0.002249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.013579,0.006219,0.530826,0.017445,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,ood_action_shift,mobile_navigation_under_sensor_noise,out_of_distribution_action,10,0.506423,0.016894,0.235140,0.010554,0.083333,0.054444,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.566718,0.031568,-0.024885,0.040114,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,ood_action_shift,mobile_navigation_under_sensor_noise,sensor_corruption,10,0.520503,0.031364,0.182392,0.006521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025887,0.007692,0.439308,0.036539,0.093787,0.043208,0.033333,0.043556,0.966667,0.043556
mean_ensemble_policy,rare_adversarial_shift,articulated_tool_use_with_occlusion,aleatoric_sensor_noise,10,0.457442,0.048811,0.101342,0.010299,0.000000,0.000000,0.000000,0.000000,0.116667,0.098000,0.041443,0.018012,0.220804,0.057142,0.179814,0.061448,0.116667,0.098000,0.883333,0.098000
mean_ensemble_policy,rare_adversarial_shift,articulated_tool_use_with_occlusion,controller_instability,10,0.276794,0.042126,0.276872,0.041347,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.062887,0.022286,0.911774,0.029353,-0.427679,0.035306,0.233333,0.121254,0.766667,0.121254
mean_ensemble_policy,rare_adversarial_shift,articulated_tool_use_with_occlusion,epistemic_unknown,10,0.407171,0.027782,0.202190,0.010984,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.038380,0.009805,0.567899,0.028763,-0.086514,0.032651,0.100000,0.053344,0.900000,0.053344
mean_ensemble_policy,rare_adversarial_shift,articulated_tool_use_with_occlusion,goal_specification_ambiguity,10,0.383149,0.032372,0.219459,0.027584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038380,0.016011,0.589609,0.039037,-0.148526,0.046779,0.100000,0.087111,0.900000,0.087111
mean_ensemble_policy,rare_adversarial_shift,articulated_tool_use_with_occlusion,model_misspecification,10,0.345350,0.022022,0.245132,0.021006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047570,0.010778,0.722549,0.029139,-0.260240,0.034781,0.150000,0.058638,0.850000,0.058638
mean_ensemble_policy,rare_adversarial_shift,articulated_tool_use_with_occlusion,multi_modal_valid_plans,10,0.478670,0.045142,0.065988,0.008201,0.000000,0.000000,0.000000,0.000000,0.133333,0.094927,0.044507,0.017448,0.159991,0.062589,0.273008,0.062231,0.133333,0.094927,0.866667,0.094927
mean_ensemble_policy,rare_adversarial_shift,articulated_tool_use_with_occlusion,out_of_distribution_action,10,0.325385,0.048512,0.257434,0.027452,0.033333,0.043556,0.000000,0.000000,0.000000,0.000000,0.053697,0.018881,0.754999,0.041759,-0.318891,0.050124,0.183333,0.102726,0.816667,0.102726
mean_ensemble_policy,rare_adversarial_shift,articulated_tool_use_with_occlusion,sensor_corruption,10,0.352383,0.038156,0.246450,0.027593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038380,0.018343,0.673075,0.030385,-0.238672,0.036944,0.100000,0.099798,0.900000,0.099798
mean_ensemble_policy,rare_adversarial_shift,bimanual_manipulation_failure_detection,aleatoric_sensor_noise,10,0.472610,0.035967,0.114702,0.008326,0.000000,0.000000,0.000000,0.000000,0.050000,0.069723,0.029290,0.012955,0.215121,0.043743,0.188763,0.046701,0.050000,0.069723,0.950000,0.069723
mean_ensemble_policy,rare_adversarial_shift,bimanual_manipulation_failure_detection,controller_instability,10,0.289850,0.028271,0.287880,0.042291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057160,0.019823,0.921774,0.034647,-0.427499,0.039893,0.200000,0.106689,0.800000,0.106689
mean_ensemble_policy,rare_adversarial_shift,bimanual_manipulation_failure_detection,epistemic_unknown,10,0.412425,0.030092,0.214835,0.020202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032387,0.013420,0.584517,0.033262,-0.097549,0.038811,0.066667,0.072229,0.933333,0.072229
mean_ensemble_policy,rare_adversarial_shift,bimanual_manipulation_failure_detection,goal_specification_ambiguity,10,0.343618,0.045217,0.191030,0.033311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.060257,0.022255,0.612183,0.041185,-0.166496,0.049478,0.216667,0.119778,0.783333,0.119778
mean_ensemble_policy,rare_adversarial_shift,bimanual_manipulation_failure_detection,model_misspecification,10,0.362199,0.026063,0.252703,0.014386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041677,0.009271,0.718868,0.029797,-0.248587,0.036298,0.116667,0.049899,0.883333,0.049899
mean_ensemble_policy,rare_adversarial_shift,bimanual_manipulation_failure_detection,multi_modal_valid_plans,10,0.468149,0.027821,0.078290,0.006991,0.000000,0.000000,0.000000,0.000000,0.083333,0.054444,0.035483,0.010116,0.172256,0.035088,0.252738,0.038985,0.083333,0.054444,0.916667,0.054444
mean_ensemble_policy,rare_adversarial_shift,bimanual_manipulation_failure_detection,out_of_distribution_action,10,0.316473,0.035312,0.290848,0.019992,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.044773,0.012139,0.818419,0.042829,-0.384068,0.051081,0.133333,0.065333,0.866667,0.065333
mean_ensemble_policy,rare_adversarial_shift,bimanual_manipulation_failure_detection,sensor_corruption,10,0.357378,0.051882,0.237588,0.023868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041677,0.018208,0.666005,0.054496,-0.220156,0.066658,0.116667,0.098000,0.883333,0.098000
mean_ensemble_policy,rare_adversarial_shift,contact_rich_pick_and_place,aleatoric_sensor_noise,10,0.482685,0.040681,0.101493,0.005413,0.000000,0.000000,0.000000,0.000000,0.083333,0.054444,0.035217,0.009942,0.198104,0.050120,0.216416,0.056942,0.083333,0.054444,0.916667,0.054444
mean_ensemble_policy,rare_adversarial_shift,contact_rich_pick_and_place,controller_instability,10,0.289371,0.021100,0.267789,0.033183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062607,0.013189,0.890230,0.042797,-0.394922,0.051533,0.233333,0.072229,0.766667,0.072229
mean_ensemble_policy,rare_adversarial_shift,contact_rich_pick_and_place,epistemic_unknown,10,0.414799,0.047226,0.197716,0.025489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038260,0.020277,0.559815,0.041121,-0.068959,0.045288,0.100000,0.111045,0.900000,0.111045
mean_ensemble_policy,rare_adversarial_shift,contact_rich_pick_and_place,goal_specification_ambiguity,10,0.367353,0.039035,0.191180,0.025352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053477,0.016516,0.582726,0.041716,-0.131010,0.050610,0.183333,0.090450,0.816667,0.090450
mean_ensemble_policy,rare_adversarial_shift,contact_rich_pick_and_place,model_misspecification,10,0.369407,0.039441,0.254657,0.021067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038260,0.015906,0.710314,0.029164,-0.239619,0.034984,0.100000,0.087111,0.900000,0.087111
mean_ensemble_policy,rare_adversarial_shift,contact_rich_pick_and_place,multi_modal_valid_plans,10,0.521648,0.027373,0.070890,0.004478,0.000000,0.000000,0.000000,0.000000,0.050000,0.049899,0.029130,0.009112,0.112700,0.036170,0.334299,0.038074,0.050000,0.049899,0.950000,0.049899
mean_ensemble_policy,rare_adversarial_shift,contact_rich_pick_and_place,out_of_distribution_action,10,0.292504,0.052118,0.251774,0.035570,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.062607,0.022141,0.790317,0.042659,-0.356558,0.053366,0.233333,0.121254,0.766667,0.121254
mean_ensemble_policy,rare_adversarial_shift,contact_rich_pick_and_place,sensor_corruption,10,0.368862,0.044457,0.229250,0.021780,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.041303,0.017895,0.635449,0.031287,-0.190066,0.040434,0.116667,0.098000,0.883333,0.098000
mean_ensemble_policy,rare_adversarial_shift,deformable_object_handling,aleatoric_sensor_noise,10,0.477052,0.038554,0.100795,0.007379,0.000000,0.000000,0.000000,0.000000,0.083333,0.073045,0.034950,0.013104,0.181937,0.046996,0.212503,0.049670,0.083333,0.073045,0.916667,0.073045
mean_ensemble_policy,rare_adversarial_shift,deformable_object_handling,controller_instability,10,0.300697,0.046051,0.285825,0.046301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052890,0.023845,0.882611,0.040458,-0.405475,0.045317,0.183333,0.132916,0.816667,0.132916
mean_ensemble_policy,rare_adversarial_shift,deformable_object_handling,epistemic_unknown,10,0.424506,0.032562,0.191025,0.015643,0.033333,0.065333,0.000000,0.000000,0.000000,0.000000,0.037940,0.012958,0.526958,0.028323,-0.044306,0.032295,0.100000,0.072229,0.900000,0.072229
mean_ensemble_policy,rare_adversarial_shift,deformable_object_handling,goal_specification_ambiguity,10,0.392534,0.030010,0.204806,0.019868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040930,0.012508,0.553588,0.032846,-0.112356,0.039859,0.116667,0.069723,0.883333,0.069723
mean_ensemble_policy,rare_adversarial_shift,deformable_object_handling,model_misspecification,10,0.335921,0.034770,0.248044,0.027186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046910,0.016227,0.726647,0.030244,-0.275613,0.036111,0.150000,0.090450,0.850000,0.090450
mean_ensemble_policy,rare_adversarial_shift,deformable_object_handling,multi_modal_valid_plans,10,0.499094,0.043873,0.067271,0.006615,0.000000,0.000000,0.000000,0.000000,0.083333,0.073045,0.034950,0.013104,0.126617,0.052913,0.308299,0.061130,0.083333,0.073045,0.916667,0.073045
mean_ensemble_policy,rare_adversarial_shift,deformable_object_handling,out_of_distribution_action,10,0.351416,0.024425,0.255922,0.026873,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.046910,0.013674,0.714445,0.023763,-0.277449,0.028089,0.150000,0.076222,0.850000,0.076222
mean_ensemble_policy,rare_adversarial_shift,deformable_object_handling,sensor_corruption,10,0.378473,0.032530,0.214602,0.022641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043920,0.014618,0.594698,0.029085,-0.153729,0.035307,0.133333,0.081485,0.866667,0.081485
mean_ensemble_policy,rare_adversarial_shift,legged_locomotion_disturbance,aleatoric_sensor_noise,10,0.454943,0.039909,0.102790,0.014564,0.000000,0.000000,0.000000,0.000000,0.116667,0.098000,0.041537,0.018091,0.223999,0.046556,0.174063,0.049733,0.116667,0.098000,0.883333,0.098000
mean_ensemble_policy,rare_adversarial_shift,legged_locomotion_disturbance,controller_instability,10,0.283572,0.037062,0.310519,0.038569,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.050767,0.020101,0.955370,0.034737,-0.471773,0.039842,0.166667,0.108889,0.833333,0.108889
mean_ensemble_policy,rare_adversarial_shift,legged_locomotion_disturbance,epistemic_unknown,10,0.377315,0.040885,0.197168,0.009348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047690,0.010825,0.608535,0.047109,-0.122837,0.056736,0.150000,0.058638,0.850000,0.058638
mean_ensemble_policy,rare_adversarial_shift,legged_locomotion_disturbance,goal_specification_ambiguity,10,0.388469,0.041436,0.210362,0.023160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041537,0.015699,0.584298,0.048695,-0.129068,0.057116,0.116667,0.085045,0.883333,0.085045
mean_ensemble_policy,rare_adversarial_shift,legged_locomotion_disturbance,model_misspecification,10,0.324281,0.036798,0.242473,0.032081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053843,0.018963,0.754210,0.033220,-0.287184,0.038931,0.183333,0.102726,0.816667,0.102726
mean_ensemble_policy,rare_adversarial_shift,legged_locomotion_disturbance,multi_modal_valid_plans,10,0.483436,0.027849,0.080066,0.005933,0.016667,0.032667,0.000000,0.000000,0.050000,0.049899,0.029230,0.009211,0.136970,0.033684,0.275829,0.039084,0.050000,0.049899,0.950000,0.049899
mean_ensemble_policy,rare_adversarial_shift,legged_locomotion_disturbance,out_of_distribution_action,10,0.312169,0.016688,0.284523,0.033344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047690,0.014071,0.815433,0.036516,-0.380165,0.044221,0.150000,0.076222,0.850000,0.076222
mean_ensemble_policy,rare_adversarial_shift,legged_locomotion_disturbance,sensor_corruption,10,0.352532,0.041918,0.202243,0.030098,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.056920,0.019695,0.633147,0.039559,-0.176246,0.046669,0.200000,0.106689,0.800000,0.106689
mean_ensemble_policy,rare_adversarial_shift,mobile_navigation_under_sensor_noise,aleatoric_sensor_noise,10,0.514110,0.024031,0.085425,0.007860,0.000000,0.000000,0.000000,0.000000,0.100000,0.053344,0.037660,0.009421,0.155196,0.031362,0.277813,0.031632,0.100000,0.053344,0.900000,0.053344
mean_ensemble_policy,rare_adversarial_shift,mobile_navigation_under_sensor_noise,controller_instability,10,0.330450,0.018714,0.274329,0.024124,0.050000,0.049899,0.000000,0.000000,0.000000,0.000000,0.049433,0.008600,0.860525,0.039521,-0.344343,0.047558,0.166667,0.048697,0.833333,0.048697
mean_ensemble_policy,rare_adversarial_shift,mobile_navigation_under_sensor_noise,epistemic_unknown,10,0.477710,0.023297,0.191017,0.011900,0.050000,0.049899,0.000000,0.000000,0.000000,0.000000,0.025887,0.007692,0.481661,0.029167,0.032018,0.034224,0.033333,0.043556,0.966667,0.043556
mean_ensemble_policy,rare_adversarial_shift,mobile_navigation_under_sensor_noise,goal_specification_ambiguity,10,0.459374,0.028140,0.190977,0.015222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031773,0.009421,0.477493,0.034952,0.002317,0.042005,0.066667,0.053344,0.933333,0.053344
mean_ensemble_policy,rare_adversarial_shift,mobile_navigation_under_sensor_noise,model_misspecification,10,0.392818,0.040955,0.206228,0.025386,0.050000,0.049899,0.000000,0.000000,0.000000,0.000000,0.049433,0.017200,0.629090,0.028425,-0.132153,0.036584,0.166667,0.097393,0.833333,0.097393
mean_ensemble_policy,rare_adversarial_shift,mobile_navigation_under_sensor_noise,multi_modal_valid_plans,10,0.545017,0.031878,0.062210,0.003395,0.000000,0.000000,0.000000,0.000000,0.050000,0.049899,0.028830,0.008812,0.082043,0.040879,0.376974,0.044507,0.050000,0.049899,0.950000,0.049899
mean_ensemble_policy,rare_adversarial_shift,mobile_navigation_under_sensor_noise,out_of_distribution_action,10,0.408718,0.016880,0.270560,0.021311,0.050000,0.069723,0.000000,0.000000,0.000000,0.000000,0.028830,0.008812,0.687422,0.029497,-0.217694,0.036456,0.050000,0.049899,0.950000,0.049899
mean_ensemble_policy,rare_adversarial_shift,mobile_navigation_under_sensor_noise,sensor_corruption,10,0.446795,0.028816,0.206657,0.018483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031773,0.009421,0.528858,0.040891,-0.044758,0.049417,0.066667,0.053344,0.933333,0.053344
mean_ensemble_policy,sensor_noise_shift,articulated_tool_use_with_occlusion,aleatoric_sensor_noise,10,0.598211,0.015085,0.085833,0.006002,0.000000,0.000000,0.000000,0.000000,0.016667,0.032667,0.023063,0.006004,0.093727,0.020776,0.389567,0.020981,0.016667,0.032667,0.983333,0.032667
mean_ensemble_policy,sensor_noise_shift,articulated_tool_use_with_occlusion,controller_instability,10,0.426412,0.024046,0.295016,0.017557,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.023063,0.006004,0.798085,0.043148,-0.242435,0.052542,0.016667,0.032667,0.983333,0.032667
mean_ensemble_policy,sensor_noise_shift,articulated_tool_use_with_occlusion,epistemic_unknown,10,0.543634,0.011770,0.175399,0.005933,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.406578,0.020578,0.143757,0.024822,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,articulated_tool_use_with_occlusion,goal_specification_ambiguity,10,0.492516,0.021493,0.191526,0.014880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026127,0.008006,0.460013,0.030363,0.045537,0.036518,0.033333,0.043556,0.966667,0.043556
mean_ensemble_policy,sensor_noise_shift,articulated_tool_use_with_occlusion,model_misspecification,10,0.476313,0.015260,0.240667,0.009070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.601537,0.028010,-0.067155,0.035215,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,articulated_tool_use_with_occlusion,multi_modal_valid_plans,10,0.610119,0.013139,0.062799,0.002605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.049907,0.009897,0.457960,0.018870,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,articulated_tool_use_with_occlusion,out_of_distribution_action,10,0.429474,0.025143,0.278120,0.008090,0.050000,0.049899,0.000000,0.000000,0.000000,0.000000,0.023063,0.006004,0.706998,0.031513,-0.202201,0.039367,0.016667,0.032667,0.983333,0.032667
mean_ensemble_policy,sensor_noise_shift,articulated_tool_use_with_occlusion,sensor_corruption,10,0.492552,0.016543,0.215166,0.009028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.503719,0.030106,0.005187,0.036405,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,bimanual_manipulation_failure_detection,aleatoric_sensor_noise,10,0.615863,0.009413,0.085844,0.002699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.077215,0.011944,0.413007,0.015351,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,bimanual_manipulation_failure_detection,controller_instability,10,0.459291,0.012518,0.282492,0.008635,0.033333,0.043556,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.752456,0.025910,-0.176190,0.031516,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,bimanual_manipulation_failure_detection,epistemic_unknown,10,0.526665,0.013826,0.184789,0.007039,0.033333,0.043556,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.445863,0.024327,0.106129,0.029313,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,bimanual_manipulation_failure_detection,goal_specification_ambiguity,10,0.509340,0.015836,0.198058,0.008283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.455368,0.028241,0.059612,0.034058,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,bimanual_manipulation_failure_detection,model_misspecification,10,0.473669,0.010191,0.243112,0.006109,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.615408,0.018825,-0.075178,0.023632,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,bimanual_manipulation_failure_detection,multi_modal_valid_plans,10,0.635613,0.021444,0.058818,0.004361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.035584,0.015672,0.492215,0.031039,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,bimanual_manipulation_failure_detection,out_of_distribution_action,10,0.463945,0.014379,0.265512,0.009320,0.050000,0.049899,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.660470,0.027609,-0.134182,0.034882,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,bimanual_manipulation_failure_detection,sensor_corruption,10,0.501083,0.023391,0.211370,0.012885,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.497901,0.042832,0.022070,0.051738,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,contact_rich_pick_and_place,aleatoric_sensor_noise,10,0.609256,0.014245,0.086141,0.003969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.083358,0.016617,0.405745,0.022977,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,contact_rich_pick_and_place,controller_instability,10,0.447267,0.021014,0.271054,0.018807,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.026087,0.007953,0.746606,0.034236,-0.174646,0.041164,0.033333,0.043556,0.966667,0.043556
mean_ensemble_policy,sensor_noise_shift,contact_rich_pick_and_place,epistemic_unknown,10,0.520021,0.031810,0.165884,0.009442,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.029130,0.009112,0.431027,0.037676,0.123685,0.042965,0.050000,0.049899,0.950000,0.049899
mean_ensemble_policy,sensor_noise_shift,contact_rich_pick_and_place,goal_specification_ambiguity,10,0.528892,0.015442,0.186558,0.007952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.415032,0.027264,0.104464,0.032936,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,contact_rich_pick_and_place,model_misspecification,10,0.457421,0.028861,0.243196,0.008708,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.023043,0.005965,0.633064,0.037808,-0.097408,0.047537,0.016667,0.032667,0.983333,0.032667
mean_ensemble_policy,sensor_noise_shift,contact_rich_pick_and_place,multi_modal_valid_plans,10,0.644071,0.018627,0.055438,0.003637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.026899,0.014252,0.508106,0.026629,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,contact_rich_pick_and_place,out_of_distribution_action,10,0.464762,0.020682,0.263704,0.013237,0.083333,0.073045,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.656771,0.039341,-0.129388,0.049803,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,contact_rich_pick_and_place,sensor_corruption,10,0.507954,0.012587,0.206255,0.006831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.479687,0.022822,0.040192,0.027614,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,deformable_object_handling,aleatoric_sensor_noise,10,0.621790,0.014371,0.081101,0.003887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.053847,0.014901,0.429367,0.022923,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,deformable_object_handling,controller_instability,10,0.443079,0.026400,0.272671,0.014225,0.133333,0.081485,0.000000,0.000000,0.000000,0.000000,0.025980,0.007814,0.741244,0.033979,-0.182316,0.041411,0.033333,0.043556,0.966667,0.043556
mean_ensemble_policy,sensor_noise_shift,deformable_object_handling,epistemic_unknown,10,0.539775,0.016293,0.175577,0.008031,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.402926,0.028085,0.139506,0.033960,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,deformable_object_handling,goal_specification_ambiguity,10,0.513207,0.020542,0.193181,0.010410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.427861,0.035899,0.074209,0.043444,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,deformable_object_handling,model_misspecification,10,0.483019,0.016676,0.234794,0.009726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.576777,0.030117,-0.047527,0.038072,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,deformable_object_handling,multi_modal_valid_plans,10,0.625739,0.009838,0.057157,0.001841,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.024726,0.006441,0.485993,0.013888,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,deformable_object_handling,out_of_distribution_action,10,0.448848,0.015781,0.272430,0.009971,0.033333,0.043556,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.667112,0.029736,-0.164498,0.037718,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,deformable_object_handling,sensor_corruption,10,0.510559,0.013885,0.203482,0.007423,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.460263,0.024929,0.048899,0.030215,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,legged_locomotion_disturbance,aleatoric_sensor_noise,10,0.602203,0.012468,0.089147,0.003538,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.080718,0.015194,0.392080,0.020251,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,legged_locomotion_disturbance,controller_instability,10,0.429630,0.020826,0.302437,0.014303,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.814576,0.042966,-0.249732,0.052293,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,legged_locomotion_disturbance,epistemic_unknown,10,0.528244,0.015096,0.183490,0.007640,0.066667,0.053344,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.443964,0.026460,0.110565,0.031904,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,legged_locomotion_disturbance,goal_specification_ambiguity,10,0.503134,0.019930,0.193609,0.014106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023077,0.006030,0.459407,0.033125,0.057375,0.040061,0.016667,0.032667,0.983333,0.032667
mean_ensemble_policy,sensor_noise_shift,legged_locomotion_disturbance,model_misspecification,10,0.473997,0.024539,0.226174,0.011230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026153,0.008040,0.590927,0.027414,-0.049226,0.033443,0.033333,0.043556,0.966667,0.043556
mean_ensemble_policy,sensor_noise_shift,legged_locomotion_disturbance,multi_modal_valid_plans,10,0.609287,0.011865,0.063450,0.002377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.039246,0.010485,0.455696,0.017095,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,legged_locomotion_disturbance,out_of_distribution_action,10,0.451213,0.019994,0.273250,0.012898,0.083333,0.087789,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.673123,0.039704,-0.163937,0.048370,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,legged_locomotion_disturbance,sensor_corruption,10,0.484437,0.021320,0.212476,0.012407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023077,0.006030,0.520997,0.032422,-0.002830,0.038865,0.016667,0.032667,0.983333,0.032667
mean_ensemble_policy,sensor_noise_shift,mobile_navigation_under_sensor_noise,aleatoric_sensor_noise,10,0.633364,0.012192,0.076656,0.003211,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.052967,0.012424,0.450720,0.019257,0.000000,0.000000,1.000000,0.000000
mean_ensemble_policy,sensor_noise_shift,mobile_navigation_under_sensor_noise,controller_instability,10,0.475249,0.016555,0.268410,0.011033,0.066667,0.072229,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.718284,0.033413,-0.129252,0.040827,0.000000,0.000000,1.000000,0.000000
